,a1,a2,a3,agency,h2,h3,h4,h5,suburb,t1,t2,t3,t4,u1,u2,u3,u4
4125,,,,Sweeney Estate Agents,,471500.0,552500.0,,Truganina,,,,,,,,
4126,,,,Brad Teal Real Estate,,,,,Truganina,,,,,,,,
4127,,,,Grant's Estate Agents,,,,,Truganina,,,,,,,,
4128,,,,Barry Plant ,,,,,Truganina,,,,,,,,
4129,,,,Hayeswinckle,,,,,Truganina,,,,,,,,
4130,,,,Harcourts Rata & Co,,,511000.0,,Truganina,,,383500.0,,,,,
4131,,,,Alex Scott & Staff,,,,,Truganina,,,,,,,,
4132,,,,Jellis Craig ,,,,,Truganina,,,,,,,,
4133,,,,PRDnationwide,,,,,Truganina,,,,,,,,
4134,,,,PRD Nationwide,,467000.0,,,Truganina,,,,,,,,
4135,,,,Miles Real Estate,,,,,Truganina,,,,,,,,
4136,,,,Gary Peer & Associates,,,,,Truganina,,,,,,,,
4137,,,,Love & Co,,,,,Truganina,,,,,,,,
4138,,,,Ray White Oakleigh,,,,,Truganina,,,,,,,,
4139,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Truganina,,,,,,,,
4140,,,,Landmark Harcourts,,,,,Truganina,,,,,,,,
4141,,,,Ray White ,,,,,Truganina,,,,,,,,
4142,,,,Professionals Methven Group,,,,,Truganina,,,,,,,,
4143,,,,Kay & Burton,,,,,Truganina,,,,,,,,
4144,,,,Jas Stephens Real Estate,,,,,Truganina,,,,,,,,
4145,,,,First National Real Estate Neilson Partners,,,,,Truganina,,,,,,,,
4146,,,,Clark NextRE,,,,,Truganina,,,,,,,,
4147,,,,Professionals,,,,,Truganina,,,,,,,,
4148,,,,Ballarat Real Estate,,,,,Truganina,,,,,,,,
4149,,,,Elders Real Estate,,,,,Truganina,,,,,,,,
4150,340000.0,559277.7777777778,,Ray White,1222000.0,1330000.0,1625000.0,2188500.0,Carnegie,,,950000.0,1333000.0,,642500.0,945000.0,
4151,,,,Barry Plant,,,,,Carnegie,,,,,,,,
4152,,,,None,,,,,Carnegie,,,,,,,,
4153,,,,hockingstuart,,,,,Carnegie,,,,,,,,
4154,,,,Stockdale & Leggo,,,,,Carnegie,,,,,,,,
4155,,,,Nelson Alexander,,,,,Carnegie,,,,,,,,
4156,265000.0,,,Harcourts,,,,,Carnegie,,,,,,,,
4157,361250.0,555500.0,,Buxton,,1019000.0,1680000.0,,Carnegie,,880000.0,857500.0,,,,,
4158,,,,LJ Hooker,,,,,Carnegie,,,,,,,,
4159,328666.6666666667,551083.3333333334,,Jellis Craig,,1268166.6666666667,1245000.0,,Carnegie,,,960000.0,,410000.0,805000.0,,
4160,,,,Biggin & Scott,,,,,Carnegie,,,,,,,1012000.0,
4161,,,,OBrien Real Estate,,,,,Carnegie,,,,,,,,
4162,,,,Fletchers,,,,,Carnegie,,,,,,,,
4163,,,,Eview Group,,,,,Carnegie,,,,,,,,
4164,,,,Raine & Horne,,,,,Carnegie,,,,,,,,
4165,314666.6666666667,477600.0,,Woodards,1124500.0,1133750.0,1711000.0,1912500.0,Carnegie,,,932500.0,1350000.0,,525000.0,997500.0,
4166,322500.0,,,McGrath,,,,,Carnegie,,,,,,,,
4167,,,,Marshall White,,,,,Carnegie,,,,,,,,
4168,,,,Hodges,,,,,Carnegie,,,,,335000.0,,,
4169,,,,Jellis Craig & Company Pty Ltd,,,,,Carnegie,,,,,,,,
4170,,,,Noel Jones,,,,,Carnegie,,,,,,,,
4171,,,,RT Edgar,,,,,Carnegie,,,,,,,,
4172,,,,Philip Webb,,,,,Carnegie,,,,,,,,
4173,,,,Bell Real Estate,,,,,Carnegie,,,,,,,,
4174,,,,hockingstuart ,,,,,Carnegie,,,,,,,,
4175,,,,Sweeney Estate Agents,,,,,Carnegie,,,,,,,,
4176,,,,Brad Teal Real Estate,,,,,Carnegie,,,,,,,,
4177,,,,Grant's Estate Agents,,,,,Carnegie,,,,,,,,
4178,,,,Barry Plant ,,,,,Carnegie,,,,,,,,
4179,,,,Hayeswinckle,,,,,Carnegie,,,,,,,,
4180,,,,Harcourts Rata & Co,,,,,Carnegie,,,,,,,,
4181,,,,Alex Scott & Staff,,,,,Carnegie,,,,,,,,
4182,,,,Jellis Craig ,,,,,Carnegie,,,,,,,,
4183,,,,PRDnationwide,,,,,Carnegie,,,,,,,,
4184,,,,PRD Nationwide,,,,,Carnegie,,,,,,,,
4185,,,,Miles Real Estate,,,,,Carnegie,,,,,,,,
4186,325000.0,,,Gary Peer & Associates,,,,,Carnegie,,,,,,,1102500.0,
4187,,,,Love & Co,,,,,Carnegie,,,,,,,,
4188,265000.0,463000.0,,Ray White Oakleigh,,,,,Carnegie,,,,,,,920000.0,
4189,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Carnegie,,,,,,,,
4190,,,,Landmark Harcourts,,,,,Carnegie,,,,,,,,
4191,,,,Ray White ,,1104000.0,,,Carnegie,,,,,,,,
4192,,,,Professionals Methven Group,,,,,Carnegie,,,,,,,,
4193,,,,Kay & Burton,,,,,Carnegie,,,,,,,,
4194,,,,Jas Stephens Real Estate,,,,,Carnegie,,,,,,,,
4195,,,,First National Real Estate Neilson Partners,,,,,Carnegie,,,,,,,,
4196,,,,Clark NextRE,,,,,Carnegie,,,,,,,,
4197,,,,Professionals,,,,,Carnegie,,,,,,,,
4198,,,,Ballarat Real Estate,,,,,Carnegie,,,,,,,,
4199,,,,Elders Real Estate,,,,,Carnegie,,,,,,,,
4200,,,,Ray White,420000.0,592810.7142857143,726500.0,,Lalor,,,593000.0,,,368800.0,,
4201,,,,Barry Plant,,634000.0,630000.0,,Lalor,,,,,,,,
4202,,,,None,,,,,Lalor,,,,675000.0,,,,
4203,,,,hockingstuart,597500.0,652200.0,687500.0,,Lalor,,,,,,456000.0,,
4204,,,,Stockdale & Leggo,359000.0,655000.0,690250.0,,Lalor,,,,,,,,
4205,,,,Nelson Alexander,,,,,Lalor,,,,,,,561000.0,
4206,,,,Harcourts,,,,,Lalor,,,,,,,,
4207,,,,Buxton,,,,,Lalor,,,,,,,,
4208,,,,LJ Hooker,,,,,Lalor,,,,,,,,
4209,,,,Jellis Craig,,,570000.0,,Lalor,,,,,,,,
4210,,,,Biggin & Scott,,,,,Lalor,,,,,,,,
4211,,,,OBrien Real Estate,,560000.0,,,Lalor,,,,,,,,
4212,,,,Fletchers,,,,,Lalor,,,,,,,,
4213,,,,Eview Group,,,,,Lalor,,,,,,,,
4214,,,,Raine & Horne,,587500.0,,,Lalor,,,,,,,,
4215,,,,Woodards,,,,,Lalor,,,,,,,,
4216,,,,McGrath,,573333.3333333334,,,Lalor,,,,,,,,
4217,,,,Marshall White,,,,,Lalor,,,,,,,,
4218,,,,Hodges,,,,,Lalor,,,,,,,,
4219,,,,Jellis Craig & Company Pty Ltd,,,,,Lalor,,,,,,,,
4220,,,,Noel Jones,,,,,Lalor,,,,,,,,
4221,,,,RT Edgar,,,,,Lalor,,,,,,,,
4222,,,,Philip Webb,,,,,Lalor,,,,,,,,
4223,,,,Bell Real Estate,,,,,Lalor,,,,,,,,
4224,,,,hockingstuart ,,,,,Lalor,,,,,,,,
4225,,,,Sweeney Estate Agents,,,,,Lalor,,,,,,,,
4226,,,,Brad Teal Real Estate,,,,,Lalor,,,,,,,,
4227,,,,Grant's Estate Agents,,,,,Lalor,,,,,,,,
4228,,,,Barry Plant ,,,,,Lalor,,,,,,,,
4229,,,,Hayeswinckle,,,,,Lalor,,,,,,,,
4230,,,,Harcourts Rata & Co,568666.6666666666,609124.625,683387.5,924333.3333333334,Lalor,,,465000.0,565000.0,,414600.0,523333.3333333333,
4231,,,,Alex Scott & Staff,,,,,Lalor,,,,,,,,
4232,,,,Jellis Craig ,,,,,Lalor,,,,,,,,
4233,,,,PRDnationwide,,,,,Lalor,,,,,,,,
4234,,,,PRD Nationwide,,,,,Lalor,,,,,,,,
4235,,,,Miles Real Estate,,,,,Lalor,,,,,,,,
4236,,,,Gary Peer & Associates,,,,,Lalor,,,,,,,,
4237,,,,Love & Co,,611894.1176470588,671700.0,690000.0,Lalor,,,,,,444166.6666666667,,
4238,,,,Ray White Oakleigh,,,,,Lalor,,,,,,,,
4239,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,615000.0,,Lalor,,,,,,,,
4240,,,,Landmark Harcourts,,,,,Lalor,,,,,,,,
4241,,,,Ray White ,,,,,Lalor,,,,,,,,
4242,,,,Professionals Methven Group,,,,,Lalor,,,,,,,,
4243,,,,Kay & Burton,,,,,Lalor,,,,,,,,
4244,,,,Jas Stephens Real Estate,,,,,Lalor,,,,,,,,
4245,,,,First National Real Estate Neilson Partners,,,,,Lalor,,,,,,,,
4246,,,,Clark NextRE,,,,,Lalor,,,,,,,,
4247,,,,Professionals,,,,,Lalor,,,,,,,,
4248,,,,Ballarat Real Estate,,,,,Lalor,,,,,,,,
4249,,,,Elders Real Estate,,,,,Lalor,,,,,,,,
4250,,,,Ray White,,,,,Brighton,,,,,,,,
4251,,,,Barry Plant,,,,,Brighton,,,,,,,,
4252,,,,None,,,,,Brighton,,,,,,,,
4253,,1035000.0,,hockingstuart,,,,,Brighton,,,1580000.0,1880000.0,,,,
4254,,,,Stockdale & Leggo,,,,,Brighton,,,,,,,,
4255,,,,Nelson Alexander,,,,,Brighton,,,,,,,,
4256,,,,Harcourts,,,,,Brighton,,,,,,,,
4257,480000.0,987875.0,,Buxton,,1463000.0,1860000.0,,Brighton,,,1329375.0,1850000.0,,1000000.0,1318333.3333333333,
4258,,,,LJ Hooker,,,,,Brighton,,,,,,,,
4259,,582500.0,,Jellis Craig,1360000.0,1698000.0,,,Brighton,,,1360000.0,,,1086000.0,,
4260,,,,Biggin & Scott,,,,,Brighton,,,,,,,1100000.0,
4261,,,,OBrien Real Estate,1307000.0,,1650000.0,,Brighton,,,,,,,,
4262,,,,Fletchers,,,,,Brighton,,,,,,,,
4263,,,,Eview Group,,,,,Brighton,,,,,,,,
4264,,,,Raine & Horne,,,,,Brighton,,,,,,,,
4265,,,,Woodards,,,,,Brighton,,,,,,,,
4266,,,,McGrath,,,,,Brighton,,,,,,,,
4267,,1395000.0,,Marshall White,,,,,Brighton,,,1210000.0,,,,,
4268,,,,Hodges,,,,,Brighton,,1305000.0,1065000.0,,,1035000.0,1220000.0,
4269,,,,Jellis Craig & Company Pty Ltd,,,,,Brighton,,,,,,,,
4270,,850000.0,,Noel Jones,,,,,Brighton,,,,,,,,
4271,,,,RT Edgar,1335000.0,1105000.0,,,Brighton,,,,,,,,
4272,,,,Philip Webb,,,,,Brighton,,,,,,,,
4273,,,,Bell Real Estate,,,,,Brighton,,,,,,,,
4274,,,,hockingstuart ,,,,,Brighton,,,,,,,,
4275,,,,Sweeney Estate Agents,,,,,Brighton,,,,,,,,
4276,,,,Brad Teal Real Estate,,,,,Brighton,,,,,,,,
4277,,,,Grant's Estate Agents,,,,,Brighton,,,,,,,,
4278,,,,Barry Plant ,,,,,Brighton,,,,,,,,
4279,,,,Hayeswinckle,,,,,Brighton,,,,,,,,
4280,,,,Harcourts Rata & Co,,,,,Brighton,,,,,,,,
4281,,,,Alex Scott & Staff,,,,,Brighton,,,,,,,,
4282,,,,Jellis Craig ,,,,,Brighton,,,,,,,,
4283,,,,PRDnationwide,,,,,Brighton,,,,,,,,
4284,,,,PRD Nationwide,,,,,Brighton,,,,,,,,
4285,,,,Miles Real Estate,,,,,Brighton,,,,,,,,
4286,371000.0,,,Gary Peer & Associates,,,,,Brighton,,,,,,,,
4287,,,,Love & Co,,,,,Brighton,,,,,,,,
4288,,,,Ray White Oakleigh,,,,,Brighton,,,,,,,,
4289,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Brighton,,,,,,,,
4290,,,,Landmark Harcourts,,,,,Brighton,,,,,,,,
4291,,,,Ray White ,,,,,Brighton,,,,,,,,
4292,,,,Professionals Methven Group,,,,,Brighton,,,,,,,,
4293,,,,Kay & Burton,,1870000.0,,,Brighton,,,,,,,1400000.0,
4294,,,,Jas Stephens Real Estate,,,,,Brighton,,,,,,,,
4295,,,,First National Real Estate Neilson Partners,,,,,Brighton,,,,,,,,
4296,,,,Clark NextRE,,,,,Brighton,,,,,,,,
4297,,,,Professionals,,,,,Brighton,,,,,,,,
4298,,,,Ballarat Real Estate,,,,,Brighton,,,,,,,,
4299,,,,Elders Real Estate,,,,,Brighton,,,,,,,,
4300,,,,Ray White,,,,,Horsham,,,,,,,,
4301,,,,Barry Plant,,,,,Horsham,,,,,,,,
4302,,,,None,,,,,Horsham,,,,,,,,
4303,,,,hockingstuart,,,,,Horsham,,,,,,,,
4304,,,,Stockdale & Leggo,,,,,Horsham,,,,,,,,
4305,,,,Nelson Alexander,,,,,Horsham,,,,,,,,
4306,,,,Harcourts,,289038.46153846156,420000.0,,Horsham,,310000.0,,,,220000.0,265000.0,
4307,,,,Buxton,,,,,Horsham,,,,,,,,
4308,,,,LJ Hooker,,,,,Horsham,,,,,,,,
4309,,,,Jellis Craig,,,,,Horsham,,,,,,,,
4310,,,,Biggin & Scott,,,,,Horsham,,,,,,,,
4311,,,,OBrien Real Estate,,,,,Horsham,,,,,,,,
4312,,,,Fletchers,,,,,Horsham,,,,,,,,
4313,,,,Eview Group,,,,,Horsham,,,,,,,,
4314,,,,Raine & Horne,,,,,Horsham,,,,,,,,
4315,,,,Woodards,,,,,Horsham,,,,,,,,
4316,,,,McGrath,,,,,Horsham,,,,,,,,
4317,,,,Marshall White,,,,,Horsham,,,,,,,,
4318,,,,Hodges,,,,,Horsham,,,,,,,,
4319,,,,Jellis Craig & Company Pty Ltd,,,,,Horsham,,,,,,,,
4320,,,,Noel Jones,,,,,Horsham,,,,,,,,
4321,,,,RT Edgar,,,,,Horsham,,,,,,,,
4322,,,,Philip Webb,,,,,Horsham,,,,,,,,
4323,,,,Bell Real Estate,,,,,Horsham,,,,,,,,
4324,,,,hockingstuart ,,,,,Horsham,,,,,,,,
4325,,,,Sweeney Estate Agents,,,,,Horsham,,,,,,,,
4326,,,,Brad Teal Real Estate,,,,,Horsham,,,,,,,,
4327,,,,Grant's Estate Agents,,,,,Horsham,,,,,,,,
4328,,,,Barry Plant ,,,,,Horsham,,,,,,,,
4329,,,,Hayeswinckle,,,,,Horsham,,,,,,,,
4330,,,,Harcourts Rata & Co,,,,,Horsham,,,,,,,,
4331,,,,Alex Scott & Staff,,,,,Horsham,,,,,,,,
4332,,,,Jellis Craig ,,,,,Horsham,,,,,,,,
4333,,,,PRDnationwide,,,,,Horsham,,,,,,,,
4334,,,,PRD Nationwide,,,,,Horsham,,,,,,,,
4335,,,,Miles Real Estate,,,,,Horsham,,,,,,,,
4336,,,,Gary Peer & Associates,,,,,Horsham,,,,,,,,
4337,,,,Love & Co,,,,,Horsham,,,,,,,,
4338,,,,Ray White Oakleigh,,,,,Horsham,,,,,,,,
4339,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Horsham,,,,,,,,
4340,,,,Landmark Harcourts,,,,,Horsham,,,,,,,,
4341,,,,Ray White ,,,,,Horsham,,,,,,,,
4342,,,,Professionals Methven Group,,,,,Horsham,,,,,,,,
4343,,,,Kay & Burton,,,,,Horsham,,,,,,,,
4344,,,,Jas Stephens Real Estate,,,,,Horsham,,,,,,,,
4345,,,,First National Real Estate Neilson Partners,,,,,Horsham,,,,,,,,
4346,,,,Clark NextRE,,,,,Horsham,,,,,,,,
4347,,,,Professionals,,,,,Horsham,,,,,,,,
4348,,,,Ballarat Real Estate,,,,,Horsham,,,,,,,,
4349,,,,Elders Real Estate,,,,,Horsham,,,,,,,,
4350,,,,Ray White,,,,,Bentleigh,,,,,,,,
4351,,,,Barry Plant,,,,,Bentleigh,,,,,,,,
4352,,,,None,,,,,Bentleigh,,,,,,,,
4353,,,,hockingstuart,,,1635000.0,,Bentleigh,,,,,,,,
4354,,,,Stockdale & Leggo,,,,,Bentleigh,,,,,,,,
4355,,,,Nelson Alexander,,,,,Bentleigh,,,,,,,,
4356,,,,Harcourts,,,,,Bentleigh,,,,,,,,
4357,401000.0,542333.3333333334,783000.0,Buxton,1400000.0,1288500.0,1599642.857142857,2290000.0,Bentleigh,,920000.0,1267360.0,1356314.2857142857,,692500.0,,
4358,,,,LJ Hooker,,,,,Bentleigh,,,,,,,,
4359,394000.0,517083.3333333333,,Jellis Craig,1320000.0,1437500.0,1902500.0,2060357.142857143,Bentleigh,,898000.0,1130750.0,1351500.0,,874000.0,887333.3333333334,
4360,,,,Biggin & Scott,825500.0,,,,Bentleigh,,,,,,,,
4361,,,,OBrien Real Estate,,1670000.0,,,Bentleigh,,,,,,,,
4362,,,,Fletchers,,,,,Bentleigh,,,,,,,,
4363,,,,Eview Group,,,,,Bentleigh,,,,,,,,
4364,,,,Raine & Horne,,,,,Bentleigh,,,,,,,,
4365,,537166.6666666666,,Woodards,,1360714.2857142857,1535000.0,1535000.0,Bentleigh,,,,1378000.0,360000.0,745000.0,,
4366,335000.0,,,McGrath,,,,,Bentleigh,,,,,,,,
4367,,,,Marshall White,,,,,Bentleigh,,,,,,,,
4368,275000.0,,,Hodges,,1026666.6666666666,1350000.0,,Bentleigh,,,691000.0,,,577500.0,985000.0,
4369,,,,Jellis Craig & Company Pty Ltd,,,,,Bentleigh,,,,,,,,
4370,,,,Noel Jones,,,,,Bentleigh,,,,,,,,
4371,,,,RT Edgar,,,,,Bentleigh,,,,,,,,
4372,,,,Philip Webb,,,,,Bentleigh,,,,,,,,
4373,,,,Bell Real Estate,,,,,Bentleigh,,,,,,,,
4374,435000.0,635000.0,773000.0,hockingstuart ,1055000.0,,,,Bentleigh,,,,,,,,
4375,,,,Sweeney Estate Agents,,,,,Bentleigh,,,,,,,,
4376,,,,Brad Teal Real Estate,,,,,Bentleigh,,,,,,,,
4377,,,,Grant's Estate Agents,,,,,Bentleigh,,,,,,,,
4378,,,,Barry Plant ,,,,,Bentleigh,,,,,,,,
4379,,,,Hayeswinckle,,,,,Bentleigh,,,,,,,,
4380,,,,Harcourts Rata & Co,,,,,Bentleigh,,,,,,,,
4381,,,,Alex Scott & Staff,,,,,Bentleigh,,,,,,,,
4382,,,,Jellis Craig ,,,,,Bentleigh,,,,,,,,
4383,,,,PRDnationwide,,,,,Bentleigh,,,,,,,,
4384,,,,PRD Nationwide,,,,,Bentleigh,,,,,,,,
4385,,,,Miles Real Estate,,,,,Bentleigh,,,,,,,,
4386,,660500.0,,Gary Peer & Associates,,1403000.0,,,Bentleigh,,,,1380000.0,,870000.0,1270000.0,
4387,,,,Love & Co,,,,,Bentleigh,,,,,,,,
4388,,,,Ray White Oakleigh,,,,,Bentleigh,,,,,,,,
4389,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Bentleigh,,,,,,,,
4390,,,,Landmark Harcourts,,,,,Bentleigh,,,,,,,,
4391,,,,Ray White ,,,,,Bentleigh,,,,1020000.0,,,,
4392,,,,Professionals Methven Group,,,,,Bentleigh,,,,,,,,
4393,,,,Kay & Burton,,,,,Bentleigh,,,,,,,,
4394,,,,Jas Stephens Real Estate,,,,,Bentleigh,,,,,,,,
4395,,,,First National Real Estate Neilson Partners,,,,,Bentleigh,,,,,,,,
4396,,,,Clark NextRE,,,,,Bentleigh,,,,,,,,
4397,,,,Professionals,,,,,Bentleigh,,,,,,,,
4398,,,,Ballarat Real Estate,,,,,Bentleigh,,,,,,,,
4399,,,,Elders Real Estate,,,,,Bentleigh,,,,,,,,
4400,,,,Ray White,,,,,Footscray,,,,,,300000.0,,
4401,,361000.0,,Barry Plant,,,,,Footscray,,,,,,,,
4402,,406500.0,,None,,,,,Footscray,,,,,,,,
4403,,,,hockingstuart,835000.0,982500.0,,,Footscray,,,560000.0,,,,,
4404,,,,Stockdale & Leggo,,,,,Footscray,,,,,,,,
4405,,420000.0,,Nelson Alexander,850000.0,1065000.0,,,Footscray,,625000.0,,,,,,
4406,,523000.0,,Harcourts,,,,,Footscray,,,,,,,,
4407,,,,Buxton,,,,,Footscray,,,,,,,,
4408,,,,LJ Hooker,,,,,Footscray,,,,,,,,
4409,,,,Jellis Craig,,,,,Footscray,,660000.0,,,,,,
4410,,,587000.0,Biggin & Scott,840000.0,1040000.0,,,Footscray,,464500.0,630000.0,,,,,
4411,,,,OBrien Real Estate,,,,,Footscray,,,,,,,,
4412,,,,Fletchers,,,,,Footscray,,,,,,,,
4413,,,,Eview Group,,,,,Footscray,,,,,,,,
4414,,,,Raine & Horne,,,,,Footscray,,,,,,,,
4415,235750.0,452840.0,,Woodards,,,,,Footscray,,,,,,,,
4416,315875.0,451071.4285714286,650000.0,McGrath,,1160500.0,910000.0,,Footscray,,507500.0,,,410000.0,,,
4417,,,,Marshall White,,,,,Footscray,,,,,,,,
4418,,,,Hodges,,,,,Footscray,,,,,,,,
4419,,,,Jellis Craig & Company Pty Ltd,,,,,Footscray,,,,,,,,
4420,,,,Noel Jones,,,,,Footscray,,,,,,,,
4421,,,,RT Edgar,900000.0,,,,Footscray,,,,,,,,
4422,,,,Philip Webb,,,,,Footscray,,,,,,,,
4423,,,,Bell Real Estate,,,,,Footscray,,,,,,,,
4424,,,,hockingstuart ,,,,,Footscray,,,,,,,,
4425,279875.0,465000.0,385000.0,Sweeney Estate Agents,695000.0,948333.3333333334,997666.6666666666,1675000.0,Footscray,,504500.0,,,,,,
4426,,,,Brad Teal Real Estate,,,,,Footscray,,,,,,,,
4427,,,,Grant's Estate Agents,,,,,Footscray,,,,,,,,
4428,,,,Barry Plant ,,,,,Footscray,,,,,,,,
4429,,,,Hayeswinckle,,,,,Footscray,,,,,,,,
4430,,,,Harcourts Rata & Co,,,,,Footscray,,,,,,,,
4431,,,,Alex Scott & Staff,,,,,Footscray,,,,,,,,
4432,,,,Jellis Craig ,,,,,Footscray,,,,,,,,
4433,,,,PRDnationwide,,,,,Footscray,,,,,,,,
4434,,,,PRD Nationwide,,,,,Footscray,,,,,,,,
4435,,,,Miles Real Estate,,,,,Footscray,,,,,,,,
4436,,,,Gary Peer & Associates,,,,,Footscray,,,,,,,,
4437,,,,Love & Co,,,,,Footscray,,,,,,,,
4438,,600000.0,,Ray White Oakleigh,,,,,Footscray,,,,,,,,
4439,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Footscray,,,,,,,,
4440,,,,Landmark Harcourts,,,,,Footscray,,,,,,,,
4441,,,,Ray White ,,,,,Footscray,,,,,,,,
4442,,,,Professionals Methven Group,,,,,Footscray,,,,,,,,
4443,,,,Kay & Burton,,,,,Footscray,,,,,,,,
4444,332821.4285714286,449062.5,,Jas Stephens Real Estate,841000.0,919571.4285714285,976666.6666666666,,Footscray,,620000.0,,,290000.0,369000.0,,
4445,,,,First National Real Estate Neilson Partners,,,,,Footscray,,,,,,,,
4446,,,,Clark NextRE,,,,,Footscray,,,,,,,,
4447,,,,Professionals,,,,,Footscray,,,,,,,,
4448,,,,Ballarat Real Estate,,,,,Footscray,,,,,,,,
4449,,,,Elders Real Estate,,,,,Footscray,,,,,,,,
4450,,,,Ray White,,580033.3333333334,647222.2222222222,,Hillside,,,,,,,,
4451,,,,Barry Plant,,642125.0,726131.5789473684,698000.0,Hillside,,,500000.0,,,,490250.0,
4452,,,,None,,1000.0,,910000.0,Hillside,,,470000.0,,,,,
4453,,,,hockingstuart,,,,,Hillside,,,,,,,,
4454,,,,Stockdale & Leggo,,,,,Hillside,,,,,,,,
4455,,,,Nelson Alexander,,577000.0,,,Hillside,,,,,,,,
4456,,,,Harcourts,,,,,Hillside,,,,,,,,
4457,,,,Buxton,,,,,Hillside,,,,,,,,
4458,,,,LJ Hooker,,,,,Hillside,,,,,,,,
4459,,,,Jellis Craig,,,,,Hillside,,,,,,,,
4460,,,,Biggin & Scott,,,,,Hillside,,,,,,,,
4461,,,,OBrien Real Estate,,479700.0,677250.0,,Hillside,,,,,,349000.0,,
4462,,,,Fletchers,,,,,Hillside,,,,,,,,
4463,,,,Eview Group,,,,,Hillside,,,,,,,,
4464,,,,Raine & Horne,,580000.0,596000.0,,Hillside,,,,,,,,
4465,,,,Woodards,,,,,Hillside,,,,,,,,
4466,,,,McGrath,,,,,Hillside,,,,,,,,
4467,,,,Marshall White,,,,,Hillside,,,,,,,,
4468,,,,Hodges,,,,,Hillside,,,,,,,,
4469,,,,Jellis Craig & Company Pty Ltd,,,,,Hillside,,,,,,,,
4470,,,,Noel Jones,,,,,Hillside,,,,,,,,
4471,,,,RT Edgar,,,,,Hillside,,,,,,,,
4472,,,,Philip Webb,,,,,Hillside,,,,,,,,
4473,,,,Bell Real Estate,,,,,Hillside,,,,,,,,
4474,,,,hockingstuart ,,,,,Hillside,,,,,,,,
4475,,,,Sweeney Estate Agents,,575000.0,,,Hillside,,,,,,,,
4476,,,,Brad Teal Real Estate,,,,,Hillside,,,,,,,,
4477,,,,Grant's Estate Agents,,,,,Hillside,,,,,,,,
4478,,,,Barry Plant ,,,,,Hillside,,,,,,,,
4479,,,,Hayeswinckle,,,,,Hillside,,,,,,,,
4480,,,,Harcourts Rata & Co,,,,,Hillside,,,,,,,,
4481,,,,Alex Scott & Staff,,,,,Hillside,,,,,,,,
4482,,,,Jellis Craig ,,,,,Hillside,,,,,,,,
4483,,,,PRDnationwide,,,,,Hillside,,,,,,,,
4484,,,,PRD Nationwide,,,,,Hillside,,,,,,,,
4485,,,,Miles Real Estate,,,,,Hillside,,,,,,,,
4486,,,,Gary Peer & Associates,,,,,Hillside,,,,,,,,
4487,,,,Love & Co,,,,,Hillside,,,,,,,,
4488,,,,Ray White Oakleigh,,,,,Hillside,,,,,,,,
4489,,,,Morrison Kleeman Estate Agents Greensborough Doreen,,,,,Hillside,,,,,,,,
4490,,,,Landmark Harcourts,,,,,Hillside,,,,,,,,
4491,,,,Ray White ,,,,,Hillside,,,,,,,,
4492,,,,Professionals Methven Group,,,,,Hillside,,,,,,,,
4493,,,,Kay & Burton,,,,,Hillside,,,,,,,,
4494,,,,Jas Stephens Real Estate,,,,,Hillside,,,,,,,,
4495,,,,First National Real Estate Neilson Partners,,,,,Hillside,,,,,,,,
4496,,,,Clark NextRE,,,,,Hillside,,,,,,,,
4497,,,,Professionals,,706700.0,916187.5,733750.0,Hillside,,,522750.0,,,,540000.0,
4498,,,,Ballarat Real Estate,,,,,Hillside,,,,,,,,
4499,,,,Elders Real Estate,,,,,Hillside,,,,,,,,
4500,234500.0,,690000.0,Ray White,373166.6666666667,489300.0,565142.8571428572,,Cowes,,,423000.0,,216000.0,,372000.0,
4501,,,,Barry Plant,,,,,Cowes,,,,,,,,
4502,,,,None,,,610000.0,,Cowes,,,,,,,,
4503,,,,hockingstuart,,,,,Cowes,,,,,,,,
4504,,,,Stockdale & Leggo,,,,,Cowes,,,,,,,,
4505,,,,Nelson Alexander,,,,,Cowes,,,,,,,,
4506,,,,Harcourts,,,,,Cowes,,,,,,,,
4507,,,,Buxton,,,,,Cowes,,,,,,,,
4508,,,,LJ Hooker,,,,,Cowes,,,,,,,,
4509,,,,Jellis Craig,,,,,Cowes,,,,,,,,
4510,,,,Biggin & Scott,,,,,Cowes,,,,,,,,
4511,,,,OBrien Real Estate,,,,,Cowes,,,,,,,,
4512,,,,Fletchers,,,,,Cowes,,,,,,,,
4513,,,,Eview Group,,,,,Cowes,,,,,,,,
4514,,,,Raine & Horne,,,,,Cowes,,,,,,,,
4515,,,,Woodards,,,,,Cowes,,,,,,,,
4516,,,,McGrath,,,,,Cowes,,,,,,,,
4517,,,,Marshall White,,,,,Cowes,,,,,,,,
4518,,,,Hodges,,,,,Cowes,,,,,,,,
4519,,,,Jellis Craig & Company Pty Ltd,,,,,Cowes,,,,,,,,
4520,,,,Noel Jones,,,,,Cowes,,,,,,,,
4521,,,,RT Edgar,,,,,Cowes,,,,,,,,
